OBJECTNUMMER;Adres;Postcode;STADSDEEL_CODE;GEBIED22_CODE;Gebouwnaam;Bruto_vloeroppervlak;Leegstand_bvo;Leegstand_perc;Huidige_functie;Toekomstige_functie;Transformatiefase;Transformatiewijze;Startbouw;Aantal_woningen;Website;COORDS;LNG;LAT;
800;"zeeburgerdijk 209 - 211";"";"M";"DX14";"";0;0;0;"Bedrijf";"Wonen";"2 - In onderzoek - voorbereiding";"B - Sloop - Nieuwbouw";2018;68;"";"POINT(4.942836 52.366325)";"4,942836";"52,366325";
801;"zeeburgerdijk 215 - 265";"";"M";"DX14";"leger des heils";0;0;0;"Maatschappelijk";"Wonen";"1 - Leegstand zonder transformatie";"A - Tijdelijke functie";2018;20;"";"POINT(4.943717 52.366324)";"4,943717";"52,366324";
837;"Burgemeester de Vlugtlaan 190";"";"F";"";"";1150;1150;100;"Kantoor";"";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.821844 52.381658)";"4,821844";"52,381658";
838;"James Wattstraat 79";"";"M";"DX15";"Europahuis";12000;5700;48;"Kantoor";"Kantoor - Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.921086 52.349064)";"4,921086";"52,349064";
839;"Prins Bernadrplein 200";"";"M";"DX15";"Amstelgebouw";20500;2400;12;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.919745 52.347865)";"4,919745";"52,347865";
840;"Stephensonstraat 19";"";"M";"DX15";"";2100;2100;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.920509 52.350297)";"4,920509";"52,350297";
841;"Veemkade 562 - 568";"";"M";"DX15";"Boston";7200;3400;47;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.926268 52.375959)";"4,926268";"52,375959";
858;"Herengracht 520";"";"A";"DX01";"";1300;1300;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.894841 52.364622)";"4,894841";"52,364622";
854;"singel 542-548/reguliersdwarsstaat 75";"";"A";"DX01";"Muntstaete";11500;1800;16;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.892429 52.366564)";"4,892429";"52,366564";
853;"ONBEKEND";"De Rui";"A";"DX01";"";5000;1500;30;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.894639 52.382344)";"4,894639";"52,382344";
856;"paleisstraat 1-5/dam 16/kalverstraat 2-8";"";"A";"DX01";"De Groote Club";4300;1900;44;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.891660 52.372622)";"4,891660";"52,372622";
857;"Herengracht 479";"";"A";"DX01";"Gouden Bocht";1400;1400;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.890439 52.365937)";"4,890439";"52,365937";
861;"Amstelveenseweg 88-90";"1075XJ";"";"";"";1617;808;50;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8545931 52.3557829)";"4,8545931";"52,3557829";
862;"Buitenveldertselaan 158";"1081AB";"K";"DX12";"";1595;798;50;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8679385 52.3259978)";"4,8679385";"52,3259978";
863;"De boelelaan 1065-1067";"1082SB";"K";"DX12";"";1813;906;50;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8701593 52.3346900)";"4,8701593";"52,3346900";
864;"Rijnsburgstraat 9-11";"1059AT";"K";"DX12";"De Schinkel";7101;1181;17;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8504572 52.3475497)";"4,8504572";"52,3475497";
865;"Apollolaan 151";"1077AR";"K";"DX12";"Minerva";5717;1575;28;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8729086 52.3499768)";"4,8729086";"52,3499768";
866;"Apollolaan 153";"1077AS";"K";"DX12";"Apollo";5616;1599;28;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8715594 52.3499513)";"4,8715594";"52,3499513";
867;"Burgerweeshuispad 101-131";"1076ER";"K";"DX12";"Tripolis";7600;2735;36;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8554769 52.3401886)";"4,8554769";"52,3401886";
868;"nijenburg 2-73/75-152";"1081GE";"K";"DX12";"";3563;1060;30;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8658986 52.3285066)";"4,8658986";"52,3285066";
869;"beethovenstraat 500-522";"1082PR";"K";"DX12";"500 Beethoven";5600;1600;29;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8774415 52.3357496)";"4,8774415";"52,3357496";
870;"Amstelveenseweg 638-700";"1081JJ";"K";"DX12";"Meerparc";11700;2166;19;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8567644 52.3338751)";"4,8567644";"52,3338751";
871;"De Boelelaan 7";"1083HJ";"K";"DX12";"Officia 1";13704;3426;25;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8864484 52.3344801)";"4,8864484";"52,3344801";
872;"Claude Debussylaan 12-24";"1082HW";"K";"DX12";"Vinoly";28774;2121;7;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8724928 52.3376483)";"4,8724928";"52,3376483";
873;"Strawinskylaan 1-1799";"1077XX";"K";"DX12";"Wtc";70364;5245;7;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8740244 52.3403343)";"4,8740244";"52,3403343";
874;"Antonio Vivaldistraat 148";"1083HP";"K";"DX12";"Cross Towers";31082;3885;12;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8847747 52.3372336)";"4,8847747";"52,3372336";
875;"Strawinskylaan 3001-3137";"1077ZX";"K";"DX12";"Atrium";35000;5202;15;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8697422 52.3399255)";"4,8697422";"52,3399255";
876;"Jan van Goyenkade 9";"1075HP";"K";"DX12";"";1088;1088;100;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2017;1;"";"POINT(4.8682362 52.3519984)";"4,8682362";"52,3519984";
877;"Hoogte Kadijk 400";"1018BW";"A";"";"Energetica";20000;20000;100;"Bedrijf";"Onbekend";"2 - In onderzoek - voorbereiding";"E - Transformatiewijze nader te bepalen";0;0;"";"POINT(4.9216390 52.3668806)";"4,9216390";"52,3668806";
879;"Museumplein 17";"1071DJ";"K";"DX12";"";1140;1140;100;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8822816 52.3563845)";"4,8822816";"52,3563845";
880;"Stadhouderskade 55";"1072AB";"K";"DX12";"Willemshuis";4300;2450;57;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8883219 52.3587911)";"4,8883219";"52,3587911";
881;"Amstelveenseweg 500";"1081KL";"K";"DX12";"Infinity";20000;9000;45;"Kantoor";"Kantoor";"1 - Leegstand zonder transformatie";"X - Leegstand zonder transformatie";0;0;"";"POINT(4.8552033 52.3371681)";"4,8552033";"52,3371681";
889;"Sophialaan 19";"1075EH";"K";"DX10";"";0;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2018;5;"";"POINT(4.8593943 52.3524096)";"4,8593943";"52,3524096";
884;"Keizersgracht 397";"1016EK";"A";"DX01";"";0;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2018;3;"";"POINT(4.8850000 52.3677727)";"4,8850000";"52,3677727";
890;"Jan van Goyenkade 7";"1075HN";"K";"DX12";"";0;0;0;"Kantoor";"Wonen";"3 - In uitvoering";"C - Verbouw andere functie";2017;4;"";"POINT(4.8685393 52.3520714)";"4,8685393";"52,3520714";
893;"Ijburglaan 560";"1087BT";"M";"DX15";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.9893178 52.3579907)";"4,9893178";"52,3579907";
895;"Tweede oosterparkstraat 209";"1092BK";"M";"DX15";"";674;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;4;"";"POINT(4.9218173 52.3586011)";"4,9218173";"52,3586011";
896;"Overamstelstraat 32";"1091TP";"M";"DX13";"";169;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.9137841 52.3504958)";"4,9137841";"52,3504958";
897;"Vrolikstraat 40";"1091VG";"M";"DX13";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.9154980 52.3554192)";"4,9154980";"52,3554192";
898;"Nieuwezijds Voorburgwal 292";"1012 R";"A";"DX01";"";658;658;100;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;0;"";"POINT(4.8898776 52.3707742)";"4,8898776";"52,3707742";
899;"Hembrugstraat 11";"1013WV";"E";"DX03";"";59;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8768970 52.3919138)";"4,8768970";"52,3919138";
900;"Barentszstraat 128";"1013NS";"E";"DX03";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8876527 52.3891191)";"4,8876527";"52,3891191";
901;"Keizersgracht 347";"1016 E";"A";"DX01";"";66;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";2017;1;"";"POINT(4.8849718 52.3691030)";"4,8849718";"52,3691030";
902;"Nova zemblastraat 2";"1013RK";"E";"DX03";"";130;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8846379 52.3902760)";"4,8846379";"52,3902760";
903;"Witte de withstraat 116-118";"1057ZG";"E";"DX05";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8594600 52.3693801)";"4,8594600";"52,3693801";
904;"Kortenaerplein 33";"1057NE";"E";"DX05";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8632835 52.3691334)";"4,8632835";"52,3691334";
905;"Oranje nassaulaan 19";"1075AH";"K";"DX10";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8632433 52.3546620)";"4,8632433";"52,3546620";
906;"Oranje nassaulaan 29";"1075AJ";"K";"DX10";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8613852 52.3542545)";"4,8613852";"52,3542545";
907;"Oranje nassaulaan 30";"1075AP";"K";"DX10";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8592991 52.3540759)";"4,8592991";"52,3540759";
908;"Des presstraat 8";"1075NX";"K";"DX10";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8596102 52.3507948)";"4,8596102";"52,3507948";
909;"Jacob marisplein 32";"1058JD";"K";"DX12";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8520826 52.3547578)";"4,8520826";"52,3547578";
911;"Minervaplein 9";"1077TH";"K";"DX10";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8739305 52.3472697)";"4,8739305";"52,3472697";
912;"Rustenburgerstraat 351";"1072GS";"K";"DX10";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8931968 52.3515910)";"4,8931968";"52,3515910";
913;"Achillesstraat 89";"1076PX";"K";"DX11";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8647681 52.3447128)";"4,8647681";"52,3447128";
914;"Achillesstraat 91";"1076PX";"K";"DX11";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8647922 52.3446669)";"4,8647922";"52,3446669";
919;"Emmastraat 36-38";"1075HW";"K";"DX12";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8697396 52.3527723)";"4,8697396";"52,3527723";
920;"Jan luijkenstraat 5";"1071CJ";"K";"DX10";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8825055 52.3599146)";"4,8825055";"52,3599146";
921;"J.J. Viottastraat 46-48";"1071JT";"K";"DX12";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8711839 52.3529050)";"4,8711839";"52,3529050";
922;"Alexander Boersstraat 10";"1071KX";"K";"DX12";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8786137 52.3570431)";"4,8786137";"52,3570431";
923;"Prins Hendriklaan 15";"1075AX";"K";"DX10";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8644248 52.3541754)";"4,8644248";"52,3541754";
924;"Willemsparkweg 58";"1071HJ";"K";"DX10";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8753789 52.3574813)";"4,8753789";"52,3574813";
925;"Churchill-laan 223";"1078ED";"K";"DX12";"";0;0;0;"Kantoor";"Wonen";"2 - In onderzoek - voorbereiding";"C - Verbouw andere functie";0;0;"";"POINT(4.8863505 52.3471501)";"4,8863505";"52,3471501";

